"state","fam_income","race","age","sex","emp","fullpart","work","travel","household","pcare","leisure","race.new","income.new"
"Nevada","$40,000 to $49,999","White only",43,"Female","Employed - at work","Full time",515,95,58,652,45,"White only","$25k-$50k"
"California","$60,000 to $74,999","White only",39,"Male","Employed - at work","Full time",0,40,30,605,90,"White only","$50k-$75k"
"Massachusetts","$75,000 to $99,999","Asian only",40,"Male","Employed - at work","Full time",15,120,300,600,240,"Asian only","$75k-$100k"
"California","$150,000 and over","Asian only",35,"Female","Employed - at work","Full time",658,55,15,555,0,"Asian only","$100k+"
"Kansas","$30,000 to $34,999","White only",31,"Female","Employed - at work","Full time",0,96,220,650,279,"White only","$25k-$50k"
"Pennsylvania","$100,000 to $149,999","Asian only",29,"Male","Employed - at work","Full time",482,197,105,465,128,"Asian only","$100k+"
"Missouri","$100,000 to $149,999","White only",35,"Male","Employed - at work","Full time",0,170,0,815,240,"White only","$100k+"
"Pennsylvania","$35,000 to $39,999","White only",49,"Female","Employed - at work","Full time",7,157,125,493,218,"White only","$25k-$50k"
"Michigan","$40,000 to $49,999","White only",48,"Male","Employed - at work","Full time",0,30,270,510,360,"White only","$25k-$50k"
"Utah","$60,000 to $74,999","White only",34,"Male","Employed - at work","Full time",780,190,0,370,0,"White only","$50k-$75k"
"California","$100,000 to $149,999","White only",49,"Female","Employed - at work","Full time",0,28,470,477,115,"White only","$100k+"
"New Jersey","$40,000 to $49,999","White only",35,"Female","Employed - at work","Full time",475,45,0,630,190,"White only","$25k-$50k"
"California","$60,000 to $74,999","White only",25,"Male","Employed - at work","Full time",0,75,0,670,605,"White only","$50k-$75k"
"Mississippi","$20,000 to $24,999","White-Asian",28,"Male","Employed - at work","Full time",495,37,55,290,426,"Mixed/Other","Below $25k"
"North Carolina","$25,000 to $29,999","White only",36,"Male","Employed - at work","Full time",405,230,45,480,195,"White only","$25k-$50k"
"Kansas","$75,000 to $99,999","White only",46,"Female","Employed - at work","Part time",15,150,160,510,90,"White only","$75k-$100k"
"Florida","$75,000 to $99,999","White only",40,"Female","Employed - at work","Full time",480,55,0,600,210,"White only","$75k-$100k"
"Illinois","$60,000 to $74,999","White only",27,"Male","Employed - at work","Full time",539,121,0,538,152,"White only","$50k-$75k"
"New York","$50,000 to $59,999","White only",47,"Male","Employed - at work","Full time",345,110,30,530,233,"White only","$50k-$75k"
"California","$50,000 to $59,999","Asian only",40,"Male","Employed - at work","Full time",441,83,15,595,235,"Asian only","$50k-$75k"
"Colorado","$60,000 to $74,999","White only",28,"Female","Employed - at work","Full time",490,115,60,600,60,"White only","$50k-$75k"
"Georgia","$5,000 to $7,499","White only",27,"Female","Employed - at work","Full time",0,40,90,890,355,"White only","Below $25k"
"Illinois","$75,000 to $99,999","Asian only",33,"Male","Employed - at work","Full time",0,75,55,635,440,"Asian only","$75k-$100k"
"South Carolina","$25,000 to $29,999","Black only",27,"Female","Employed - at work","Full time",705,45,15,600,60,"Black only","$25k-$50k"
"California","$20,000 to $24,999","White only",28,"Male","Employed - at work","Part time",0,55,55,570,505,"White only","Below $25k"
"Alabama","$75,000 to $99,999","Black only",36,"Male","Employed - at work","Full time",0,85,430,224,250,"Black only","$75k-$100k"
"Ohio","$60,000 to $74,999","White only",48,"Female","Employed - absent","Part time",0,113,40,660,130,"White only","$50k-$75k"
"Utah","$10,000 to $12,499","American Indian, Alaskan Native",46,"Male","Employed - at work","Full time",430,50,0,430,420,"Mixed/Other","Below $25k"
"California","$30,000 to $34,999","White only",35,"Male","Employed - at work","Full time",620,50,0,595,95,"White only","$25k-$50k"
"New York","$100,000 to $149,999","White only",47,"Male","Employed - at work","Full time",0,110,30,615,400,"White only","$100k+"
"New York","$100,000 to $149,999","White only",37,"Female","Employed - at work","Full time",595,90,45,455,180,"White only","$100k+"
"Texas","$75,000 to $99,999","American Indian, Alaskan Native",35,"Male","Employed - at work","Full time",460,185,0,590,95,"Mixed/Other","$75k-$100k"
"Pennsylvania","$60,000 to $74,999","White only",17,"Male","Employed - at work","Part time",403,40,20,690,257,"White only","$50k-$75k"
"Georgia","$75,000 to $99,999","White only",35,"Male","Employed - at work","Full time",525,125,0,550,145,"White only","$75k-$100k"
"California","$15,000 to $19,999","White only",23,"Female","Employed - at work","Full time",0,118,25,731,307,"White only","Below $25k"
"Ohio","$40,000 to $49,999","White only",25,"Female","Employed - at work","Full time",0,0,315,735,90,"White only","$25k-$50k"
"Massachusetts","$100,000 to $149,999","White only",49,"Female","Employed - at work","Full time",0,210,0,420,463,"White only","$100k+"
"Washington","$30,000 to $34,999","Black only",37,"Female","Employed - at work","Full time",0,10,175,522,423,"Black only","$25k-$50k"
"Nevada","$40,000 to $49,999","White only",48,"Female","Employed - at work","Full time",450,60,100,635,75,"White only","$25k-$50k"
"Oregon","$60,000 to $74,999","White only",31,"Female","Employed - at work","Part time",60,200,0,670,168,"White only","$50k-$75k"
"Indiana","$35,000 to $39,999","White only",44,"Female","Employed - at work","Full time",110,52,170,705,158,"White only","$25k-$50k"
"South Carolina","$60,000 to $74,999","White only",26,"Female","Employed - at work","Full time",0,240,80,830,255,"White only","$50k-$75k"
"Maine","$50,000 to $59,999","White only",38,"Female","Employed - at work","Full time",0,95,125,780,370,"White only","$50k-$75k"
"Ohio","$35,000 to $39,999","White only",25,"Male","Employed - at work","Full time",405,64,107,570,162,"White only","$25k-$50k"
"Pennsylvania","$50,000 to $59,999","White only",16,"Male","Employed - at work","Part time",0,215,0,600,500,"White only","$50k-$75k"
"Illinois","$15,000 to $19,999","Black only",46,"Male","Employed - at work","Part time",310,60,60,290,705,"Black only","Below $25k"
"Michigan","$12,500 to $14,999","White only",29,"Female","Employed - at work","Part time",0,58,0,615,602,"White only","Below $25k"
"North Carolina","$75,000 to $99,999","American Indian, Alaskan Native",33,"Male","Employed - at work","Full time",424,2,0,500,149,"Mixed/Other","$75k-$100k"
"Kentucky","$25,000 to $29,999","White only",35,"Male","Employed - at work","Full time",470,20,30,570,315,"White only","$25k-$50k"
"Illinois","$150,000 and over","White only",45,"Male","Employed - at work","Full time",565,0,100,470,230,"White only","$100k+"
"Michigan","$60,000 to $74,999","White only",34,"Male","Employed - at work","Full time",663,64,0,530,120,"White only","$50k-$75k"
"New York","$100,000 to $149,999","White only",43,"Male","Employed - at work","Full time",0,130,2,450,663,"White only","$100k+"
"Maryland","$10,000 to $12,499","White only",29,"Male","Employed - at work","Full time",0,40,360,640,180,"White only","Below $25k"
"California","$25,000 to $29,999","White only",27,"Male","Employed - at work","Full time",607,65,15,540,167,"White only","$25k-$50k"
"California","$20,000 to $24,999","White only",43,"Male","Employed - at work","Part time",519,41,230,371,155,"White only","Below $25k"
"New York","$100,000 to $149,999","White only",46,"Male","Employed - at work","Full time",0,130,60,355,715,"White only","$100k+"
"New York","$50,000 to $59,999","Asian only",48,"Female","Employed - at work","Full time",60,0,253,558,194,"Asian only","$50k-$75k"
"Florida","$25,000 to $29,999","Black only",30,"Male","Employed - at work","Full time",0,40,120,720,500,"Black only","$25k-$50k"
"Massachusetts","$100,000 to $149,999","White only",41,"Male","Employed - at work","Full time",480,90,0,390,345,"White only","$100k+"
"New Jersey","$150,000 and over","White only",38,"Male","Employed - at work","Full time",0,230,90,450,370,"White only","$100k+"
"Nevada","$50,000 to $59,999","White only",32,"Male","Employed - at work","Part time",452,68,60,495,255,"White only","$50k-$75k"
"Alabama","$15,000 to $19,999","White only",36,"Female","Employed - at work","Full time",550,35,5,600,225,"White only","Below $25k"
"Ohio","$60,000 to $74,999","White only",38,"Female","Employed - at work","Full time",0,135,135,640,360,"White only","$50k-$75k"
"Utah","$150,000 and over","White only",43,"Female","Employed - at work","Full time",0,55,225,700,418,"White only","$100k+"
"Minnesota","$5,000 to $7,499","Black only",39,"Male","Employed - at work","Full time",610,25,0,480,150,"Black only","Below $25k"
"New York","$75,000 to $99,999","White only",38,"Male","Employed - at work","Full time",0,30,240,570,290,"White only","$75k-$100k"
"Georgia","$150,000 and over","White only",36,"Female","Employed - at work","Full time",0,240,0,525,180,"White only","$100k+"
"Minnesota","$100,000 to $149,999","White only",38,"Female","Employed - at work","Part time",577,98,45,490,65,"White only","$100k+"
"Oklahoma","$100,000 to $149,999","White only",33,"Male","Employed - at work","Full time",590,185,0,490,143,"White only","$100k+"
"Iowa","$20,000 to $24,999","White only",38,"Male","Employed - at work","Full time",515,35,80,455,135,"White only","Below $25k"
"New York","$100,000 to $149,999","White only",30,"Female","Employed - at work","Part time",918,7,130,330,30,"White only","$100k+"
"New York","$100,000 to $149,999","White only",39,"Female","Employed - at work","Full time",0,130,260,540,0,"White only","$100k+"
"Ohio","$20,000 to $24,999","White only",25,"Male","Employed - at work","Full time",420,60,0,540,390,"White only","Below $25k"
"Colorado","$60,000 to $74,999","White only",38,"Female","Employed - at work","Full time",0,37,0,630,563,"White only","$50k-$75k"
"Massachusetts","$150,000 and over","White only",40,"Male","Employed - at work","Full time",90,60,285,480,330,"White only","$100k+"
"North Carolina","$40,000 to $49,999","White only",33,"Female","Employed - at work","Full time",465,30,0,540,205,"White only","$25k-$50k"
"Minnesota","$40,000 to $49,999","White only",42,"Female","Employed - at work","Full time",0,10,242,718,420,"White only","$25k-$50k"
"Michigan","$100,000 to $149,999","White only",39,"Male","Employed - at work","Full time",0,45,605,420,270,"White only","$100k+"
"Massachusetts","$100,000 to $149,999","White only",38,"Male","Employed - at work","Full time",805,25,0,335,230,"White only","$100k+"
"Pennsylvania","$150,000 and over","White only",30,"Male","Employed - at work","Full time",0,70,0,745,385,"White only","$100k+"
"New York","$60,000 to $74,999","White only",37,"Male","Employed - at work","Full time",530,15,190,524,150,"White only","$50k-$75k"
"Michigan","$60,000 to $74,999","White only",42,"Male","Employed - at work","Full time",0,95,60,620,350,"White only","$50k-$75k"
"Iowa","$40,000 to $49,999","White only",32,"Male","Employed - at work","Full time",518,44,0,630,188,"White only","$25k-$50k"
"South Carolina","$35,000 to $39,999","White only",49,"Female","Employed - at work","Full time",0,0,90,645,685,"White only","$25k-$50k"
"Massachusetts","$20,000 to $24,999","White only",37,"Female","Employed - at work","Full time",490,45,95,540,235,"White only","Below $25k"
"Utah","$60,000 to $74,999","White only",26,"Female","Employed - at work","Part time",470,64,20,530,68,"White only","$50k-$75k"
"Iowa","$100,000 to $149,999","White only",49,"Male","Employed - at work","Full time",630,75,15,480,180,"White only","$100k+"
"Wisconsin","$40,000 to $49,999","White only",34,"Male","Employed - at work","Full time",720,43,15,475,130,"White only","$25k-$50k"
"Idaho","$150,000 and over","White only",46,"Male","Employed - at work","Full time",585,57,15,300,345,"White only","$100k+"
"North Carolina","$60,000 to $74,999","Asian only",32,"Male","Employed - at work","Full time",503,63,15,520,180,"Asian only","$50k-$75k"
"Texas","$100,000 to $149,999","White only",43,"Female","Employed - at work","Full time",0,150,360,635,175,"White only","$100k+"
"Alabama","$60,000 to $74,999","White only",36,"Male","Employed - at work","Full time",800,60,5,422,133,"White only","$50k-$75k"
"Indiana","$60,000 to $74,999","White only",37,"Female","Employed - at work","Full time",0,15,425,660,285,"White only","$50k-$75k"
"Arizona","$75,000 to $99,999","White only",39,"Male","Employed - at work","Full time",0,210,290,461,49,"White only","$75k-$100k"
"Pennsylvania","$20,000 to $24,999","White only",24,"Female","Employed - at work","Full time",805,10,0,535,0,"White only","Below $25k"
"Texas","$60,000 to $74,999","Black only",21,"Male","Employed - at work","Part time",0,0,185,505,720,"Black only","$50k-$75k"
"Montana","$10,000 to $12,499","White only",46,"Male","Employed - at work","Full time",542,50,85,410,138,"White only","Below $25k"
"Missouri","$75,000 to $99,999","White only",16,"Female","Employed - at work","Part time",205,380,45,555,50,"White only","$75k-$100k"
"Ohio","$15,000 to $19,999","White only",44,"Male","Employed - at work","Full time",449,36,0,365,40,"White only","Below $25k"
"North Dakota","$75,000 to $99,999","White only",36,"Male","Employed - at work","Full time",0,175,205,510,430,"White only","$75k-$100k"
"Nevada","$100,000 to $149,999","White-Black",46,"Female","Employed - at work","Full time",659,119,0,535,60,"Mixed/Other","$100k+"
"Oregon","$50,000 to $59,999","White only",44,"Male","Employed - at work","Full time",0,92,50,585,381,"White only","$50k-$75k"
"Iowa","$50,000 to $59,999","White only",30,"Male","Employed - at work","Full time",662,52,120,405,153,"White only","$50k-$75k"
"Florida","$150,000 and over","White only",36,"Male","Employed - at work","Full time",630,42,0,563,30,"White only","$100k+"
"Vermont","$50,000 to $59,999","White only",44,"Male","Employed - at work","Full time",485,133,110,434,223,"White only","$50k-$75k"
"Kentucky","$5,000 to $7,499","White only",42,"Male","Employed - at work","Part time",0,40,185,570,565,"White only","Below $25k"
"California","$75,000 to $99,999","White only",25,"Female","Employed - at work","Full time",542,90,0,583,85,"White only","$75k-$100k"
"Arizona","$40,000 to $49,999","White only",28,"Male","Employed - at work","Full time",465,0,0,780,150,"White only","$25k-$50k"
