state,fam_income,race,age,sex,emp,fullpart,work,travel,household,pcare,leisure
New Jersey,"$100,000 to $149,999",Black only,34,Male,Employed - absent,Full time,0,22,40,645,698
New Jersey,"$100,000 to $149,999",White only,32,Female,Employed - at work,Full time,65,65,440,485,120
Colorado,"$25,000 to $29,999",White only,24,Male,Employed - at work,Full time,569,77,40,530,134
South Carolina,"$20,000 to $24,999",White-American Indian,22,Male,Employed - at work,Full time,0,0,550,770,90
Maryland,"$40,000 to $49,999",Black only,28,Male,Employed - at work,Full time,465,97,10,603,185
Massachusetts,"$60,000 to $74,999",White only,32,Male,Employed - at work,Full time,150,40,210,585,45
North Carolina,"$40,000 to $49,999",White only,36,Male,Employed - at work,Full time,640,120,30,395,80
Nebraska,"$150,000 and over",White only,33,Female,Employed - at work,Part time,0,34,255,565,208
Texas,"$7,500 to $9,999",White only,41,Male,Employed - at work,Full time,620,90,0,230,380
Texas,"$60,000 to $74,999",White only,49,Male,Employed - at work,Full time,20,400,60,520,310
New York,"$5,000 to $7,499",Black only,49,Male,Employed - absent,Full time,0,135,0,705,420
Illinois,"$150,000 and over",Black only,36,Male,Employed - at work,Full time,570,10,212,413,55
Texas,"$60,000 to $74,999",White only,17,Male,Employed - at work,Part time,0,50,5,655,720
California,"$10,000 to $12,499",White only,28,Male,Employed - at work,Full time,780,0,0,548,30
Maryland,"$75,000 to $99,999",Black only,33,Female,Employed - at work,Full time,0,250,150,300,315
Tennessee,"$60,000 to $74,999",White only,38,Female,Employed - at work,Full time,0,620,60,400,30
Colorado,"$10,000 to $12,499",White only,25,Female,Employed - at work,Part time,450,60,105,405,105
California,"$150,000 and over",Asian only,17,Female,Employed - at work,Part time,0,260,0,615,405
California,"$20,000 to $24,999",White only,24,Male,Employed - at work,Full time,335,117,240,500,150
Georgia,"$50,000 to $59,999",Black only,39,Female,Employed - at work,Full time,480,160,0,655,30
North Carolina,"$20,000 to $24,999",Black only,49,Male,Employed - at work,Part time,0,5,288,529,581
Ohio,"$40,000 to $49,999",Black only,46,Female,Employed - at work,Full time,362,55,21,720,204
Texas,"$60,000 to $74,999",White only,38,Female,Employed - at work,Full time,0,0,0,600,750
Florida,"$25,000 to $29,999",White only,38,Female,Employed - at work,Full time,435,95,70,470,30
Georgia,"$60,000 to $74,999",White only,37,Male,Employed - at work,Full time,490,50,0,525,315
Oklahoma,"$7,500 to $9,999",White only,23,Male,Employed - at work,Full time,439,70,0,615,195
Wisconsin,"$100,000 to $149,999",White only,37,Male,Employed - at work,Full time,470,100,220,480,0
Georgia,"$15,000 to $19,999",Black only,34,Female,Employed - at work,Full time,450,20,60,675,150
New York,"$100,000 to $149,999",Black only,34,Male,Employed - at work,Full time,915,180,0,330,15
Louisiana,"$25,000 to $29,999",Black only,37,Female,Employed - at work,Full time,0,0,150,750,480
Texas,"$40,000 to $49,999",White only,17,Male,Employed - at work,Full time,0,60,260,630,445
California,"$25,000 to $29,999",Black only,25,Female,Employed - at work,Part time,0,0,110,660,60
Pennsylvania,"$30,000 to $34,999",White only,22,Female,Employed - at work,Full time,515,15,180,535,165
Ohio,"$60,000 to $74,999",White only,38,Male,Employed - at work,Full time,520,110,60,435,150
California,"$100,000 to $149,999",White only,34,Female,Employed - at work,Full time,0,30,325,570,210
Nevada,"$150,000 and over",White only,40,Female,Employed - at work,Full time,0,50,195,525,265
Washington,"$50,000 to $59,999",White only,42,Female,Employed - at work,Full time,120,24,291,485,210
California,"$75,000 to $99,999",White only,49,Female,Employed - at work,Full time,326,60,49,560,340
North Carolina,"$40,000 to $49,999",White only,26,Male,Employed - at work,Full time,0,15,60,400,690
California,"$40,000 to $49,999",White only,37,Male,Employed - at work,Full time,690,200,5,455,75
Arizona,"$30,000 to $34,999",White only,17,Female,Employed - absent,Part time,0,12,0,580,113
Texas,"$20,000 to $24,999",White only,36,Male,Employed - at work,Full time,505,10,0,665,120
Virginia,"$75,000 to $99,999",White only,42,Female,Employed - at work,Full time,613,18,10,456,30
Ohio,"$30,000 to $34,999",White only,43,Male,Employed - at work,Full time,0,30,595,420,300
Florida,"$35,000 to $39,999",White only,41,Female,Employed - at work,Part time,0,118,95,525,150
Washington,"$150,000 and over",Asian only,33,Male,Employed - at work,Full time,120,0,210,530,150
New York,"$35,000 to $39,999",White only,28,Male,Employed - at work,Full time,0,220,0,570,475
New York,"$10,000 to $12,499",White only,49,Male,Employed - at work,Full time,822,60,25,480,0
Virginia,"$75,000 to $99,999",White only,47,Female,Employed - absent,Part time,0,345,285,505,185
Utah,"$30,000 to $34,999",White only,48,Male,Employed - at work,Full time,730,30,85,525,0
Texas,"$50,000 to $59,999",White only,34,Female,Employed - at work,Part time,0,0,0,900,420
Connecticut,"$12,500 to $14,999",Black only,27,Female,Employed - at work,Full time,318,74,0,555,316
New York,"$50,000 to $59,999",Black only,26,Male,Employed - at work,Part time,314,256,8,558,267
Texas,"$12,500 to $14,999","American Indian, Alaskan Native",33,Female,Employed - at work,Full time,585,115,0,430,50
Indiana,"$35,000 to $39,999",White only,35,Female,Employed - at work,Full time,495,50,30,529,155
Texas,"$50,000 to $59,999",White only,40,Female,Employed - at work,Full time,180,180,0,600,480
Virginia,"Less than $5,000",White only,35,Female,Employed - at work,Full time,560,35,210,510,60
Virginia,"$100,000 to $149,999",White only,33,Female,Employed - at work,Full time,0,52,100,830,273
Washington,"$60,000 to $74,999",White only,25,Male,Employed - at work,Full time,597,26,0,540,172
Michigan,"$40,000 to $49,999",White only,44,Female,Employed - at work,Full time,60,70,65,735,425
Florida,"$60,000 to $74,999",White only,48,Male,Employed - at work,Full time,480,70,0,570,180
Minnesota,"$60,000 to $74,999",White only,38,Female,Employed - at work,Part time,30,119,330,495,45
Michigan,"$100,000 to $149,999",White only,47,Male,Employed - at work,Full time,665,40,0,595,90
Arizona,"$100,000 to $149,999",White only,44,Male,Employed - at work,Full time,0,60,395,490,180
Connecticut,"$50,000 to $59,999",White-Black,31,Male,Employed - at work,Full time,0,30,280,490,165
Arizona,"$150,000 and over",White only,49,Male,Employed - at work,Full time,775,70,15,450,0
Texas,"$100,000 to $149,999",White only,36,Male,Employed - at work,Full time,390,105,20,520,180
Wisconsin,"$150,000 and over",White only,44,Female,Employed - at work,Full time,120,0,480,580,115
Connecticut,"$12,500 to $14,999",Asian only,28,Male,Employed - at work,Full time,203,72,0,715,195
Florida,"$50,000 to $59,999",Black only,26,Male,Employed - at work,Full time,0,120,135,480,495
Ohio,"$35,000 to $39,999",White only,27,Male,Employed - at work,Full time,420,65,0,590,90
Kansas,"$40,000 to $49,999",White only,20,Male,Employed - at work,Part time,350,95,0,700,265
Georgia,"$75,000 to $99,999",White only,44,Male,Employed - at work,Full time,535,79,35,385,231
Illinois,"$40,000 to $49,999",White only,25,Male,Employed - at work,Full time,0,176,30,712,470
Tennessee,"$75,000 to $99,999",White only,17,Male,Employed - at work,Part time,330,75,0,825,165
Pennsylvania,"$75,000 to $99,999",White only,38,Female,Employed - at work,Full time,60,94,155,590,135
New Jersey,"$75,000 to $99,999",White only,43,Female,Employed - at work,Full time,0,0,448,568,370
Florida,"$30,000 to $34,999",White only,23,Female,Employed - at work,Full time,540,120,10,565,30
Colorado,"Less than $5,000",White only,25,Male,Employed - at work,Full time,665,50,0,555,135
Georgia,"$20,000 to $24,999",White only,44,Male,Employed - at work,Full time,0,60,480,570,255
Alabama,"$10,000 to $12,499",White only,31,Male,Employed - at work,Full time,0,124,75,555,178
Montana,"$30,000 to $34,999",White only,48,Female,Employed - at work,Full time,0,17,500,630,228
Tennessee,"$100,000 to $149,999",White only,31,Male,Employed - at work,Full time,0,120,15,630,630
California,"$60,000 to $74,999",White-Asian,24,Female,Employed - at work,Full time,10,60,120,650,180
Maryland,"$60,000 to $74,999",White only,28,Male,Employed - absent,Full time,0,35,50,570,270
New Jersey,"$100,000 to $149,999",White only,37,Female,Employed - at work,Full time,0,75,60,605,125
New York,"$40,000 to $49,999",White only,34,Male,Employed - at work,Full time,695,55,60,480,120
California,"$10,000 to $12,499",White only,48,Female,Employed - at work,Part time,0,60,360,690,210
Mississippi,"$15,000 to $19,999",Black only,27,Male,Employed - at work,Full time,660,45,60,480,0
Illinois,"$75,000 to $99,999",White only,35,Female,Employed - at work,Full time,382,30,55,480,408
Indiana,"$50,000 to $59,999",White only,36,Male,Employed - at work,Full time,461,110,184,505,5
New Jersey,"$50,000 to $59,999",Asian only,44,Male,Employed - at work,Full time,690,100,0,415,175
South Carolina,"$10,000 to $12,499",Black only,48,Female,Employed - at work,Full time,0,0,0,610,820
Oklahoma,"$30,000 to $34,999",White only,34,Male,Employed - at work,Full time,810,0,120,495,0
Pennsylvania,"$20,000 to $24,999",Black only,25,Male,Employed - at work,Part time,395,80,0,600,260
Tennessee,"$40,000 to $49,999",Black only,49,Female,Employed - at work,Full time,0,25,540,540,215
Massachusetts,"$150,000 and over",White only,23,Female,Employed - at work,Full time,520,75,80,525,160
Minnesota,"$35,000 to $39,999",White only,45,Female,Employed - at work,Full time,0,0,0,1200,220
Missouri,"$150,000 and over",White only,46,Female,Employed - absent,Full time,0,180,45,910,135
Alabama,"$75,000 to $99,999",White only,26,Male,Employed - at work,Full time,420,30,180,465,325
Maryland,"$75,000 to $99,999",White only,48,Male,Employed - at work,Full time,588,0,0,400,430
Florida,"$40,000 to $49,999",Black only,49,Female,Employed - absent,Full time,195,0,210,540,285
New York,"$100,000 to $149,999",Black only,30,Male,Employed - at work,Full time,450,65,95,270,480
Illinois,"$75,000 to $99,999",White only,39,Female,Employed - at work,Full time,714,31,55,540,10
Massachusetts,"$60,000 to $74,999",White only,39,Male,Employed - at work,Full time,645,26,15,240,349
Wisconsin,"$150,000 and over",White only,34,Male,Employed - at work,Full time,0,115,5,660,560
Iowa,"$50,000 to $59,999",White only,15,Male,Employed - at work,Part time,245,10,0,723,72
Texas,"$15,000 to $19,999",White only,45,Female,Employed - absent,Full time,0,0,210,540,630
Wisconsin,"$50,000 to $59,999",White only,37,Female,Employed - at work,Full time,0,122,25,722,196
Arizona,"$60,000 to $74,999",White only,34,Male,Employed - at work,Full time,690,155,0,490,60
North Dakota,"$25,000 to $29,999",White only,33,Male,Employed - at work,Full time,0,30,0,750,640
Ohio,"$100,000 to $149,999",White only,42,Male,Employed - at work,Full time,710,60,0,420,45
New York,"$75,000 to $99,999",White only,40,Female,Employed - at work,Full time,590,120,0,555,105
Florida,"$25,000 to $29,999",White only,47,Female,Employed - at work,Full time,0,75,60,625,515
Minnesota,"$150,000 and over",White only,34,Female,Employed - at work,Full time,0,185,30,600,420
Iowa,"$25,000 to $29,999",White only,43,Male,Employed - at work,Full time,580,52,27,488,118
Ohio,"$50,000 to $59,999",White only,39,Female,Employed - absent,Full time,0,107,105,623,140
Minnesota,"$15,000 to $19,999",White only,45,Male,Employed - absent,Full time,0,5,205,660,480
North Carolina,"Less than $5,000",White only,19,Female,Employed - at work,Part time,30,10,255,900,125
Alaska,"$100,000 to $149,999",White only,38,Female,Employed - absent,Full time,0,65,155,600,435
Michigan,"$50,000 to $59,999",White only,37,Male,Employed - at work,Full time,725,40,0,545,80
Ohio,"$150,000 and over",White only,45,Male,Employed - at work,Full time,525,255,0,345,165
Florida,"$50,000 to $59,999",Black only,42,Female,Employed - at work,Full time,622,20,13,420,120
Pennsylvania,"$50,000 to $59,999",White only,48,Male,Employed - at work,Full time,625,50,45,460,200
New York,"$15,000 to $19,999",White only,33,Male,Employed - at work,Part time,0,40,0,890,180
Illinois,"$150,000 and over",White only,47,Male,Employed - at work,Full time,480,275,0,400,270
Illinois,"$10,000 to $12,499",White only,26,Female,Employed - at work,Full time,0,0,145,625,440
California,"$150,000 and over",Asian only,36,Female,Employed - at work,Full time,660,120,145,365,25
Maryland,"$150,000 and over",White only,17,Male,Employed - at work,Part time,395,205,65,740,30
Wisconsin,"$75,000 to $99,999",White only,43,Male,Employed - at work,Full time,120,20,0,540,520
Texas,"$35,000 to $39,999",White only,26,Female,Employed - at work,Part time,400,60,160,510,185
Michigan,"$35,000 to $39,999",White only,44,Female,Employed - at work,Full time,460,25,45,450,375
Vermont,"$20,000 to $24,999",White only,48,Female,Employed - at work,Part time,0,135,155,585,310
Massachusetts,"$60,000 to $74,999",White only,33,Female,Employed - at work,Full time,450,70,0,665,165
Michigan,"$150,000 and over",Asian only,37,Female,Employed - absent,Full time,0,0,285,645,180
Minnesota,"$60,000 to $74,999",Asian only,36,Male,Employed - at work,Full time,120,150,0,510,225
Maryland,"$50,000 to $59,999",White only,45,Male,Employed - at work,Full time,0,40,165,675,470
Illinois,"$30,000 to $34,999",White only,40,Male,Employed - at work,Full time,480,18,188,562,90
Maine,"$25,000 to $29,999",White only,30,Male,Employed - at work,Full time,480,68,125,510,127
Illinois,"$75,000 to $99,999",White only,31,Female,Employed - at work,Full time,0,15,295,615,180
Michigan,"$25,000 to $29,999",White only,33,Male,Employed - at work,Full time,685,20,5,540,120
Oklahoma,"Less than $5,000",White only,30,Female,Employed - at work,Full time,240,84,77,660,249
Iowa,"$75,000 to $99,999",White only,34,Female,Employed - absent,Full time,0,80,665,450,30
Minnesota,"$75,000 to $99,999",White only,29,Male,Employed - at work,Full time,0,105,165,620,165
Florida,"$150,000 and over",White only,41,Male,Employed - at work,Full time,0,82,55,555,388
Oregon,"$40,000 to $49,999",White only,46,Female,Employed - at work,Full time,0,95,120,810,165
Oregon,"$35,000 to $39,999",White only,41,Female,Employed - at work,Full time,0,82,470,545,240
Oregon,"$25,000 to $29,999",White-American Indian,20,Male,Employed - at work,Full time,370,85,20,665,275
North Carolina,"$20,000 to $24,999",White only,25,Female,Employed - at work,Full time,490,60,45,590,120
North Carolina,"$40,000 to $49,999",Asian only,37,Male,Employed - at work,Full time,510,540,0,315,65
Oregon,"$100,000 to $149,999",White only,41,Male,Employed - at work,Full time,620,45,70,365,235
Kentucky,"$75,000 to $99,999",White only,35,Female,Employed - at work,Full time,0,60,10,570,60
Texas,"Less than $5,000",White only,30,Male,Employed - at work,Full time,865,35,0,530,0
Illinois,"$100,000 to $149,999",White only,44,Female,Employed - at work,Full time,0,35,0,680,120
Pennsylvania,"$40,000 to $49,999",White only,26,Female,Employed - at work,Full time,485,95,20,345,225
Illinois,"$60,000 to $74,999",White only,37,Female,Employed - at work,Full time,0,160,75,510,310
